# NIEM Type Directory — one line per type for efficient semantic matching
# Format: qname | baseType | pattern | propCount | definition | topProperties
# Total: 2802 types
#
m:COTPRegionCodeSimpleType | xs:token | simple_value | 0 | A data type for a Captain of the Port (COTP) Zone. | -
m:COTPRegionCodeType | m:COTPRegionCodeSimpleType | complex_value | 0 | A data type for a Captain of the Port (COTP) Zone. | -
m:CaptainOfThePortZoneType | - | object | 4 | A data type for a geographical area or zone where a Coast Guard Captain of the Port (COTP) enforces port safety and secu | COTPZoneContactInformation, COTPZoneGoverningEntity, COTPZoneRegionAbstract, CaptainOfThePortZoneAugmentationPoint
m:CargoItemType | m:CargoType | object | 4 | A data type for a good transported by a conveyance. | CargoItemAugmentationPoint, ItemMaximumAcceptableTemperatureMeasure, ItemMinimumAcceptableTemperatureMeasure, ItemRequiresTemperatureControlledStorageIndicator
m:CargoType | nc:ItemType | object | 19 | A data type for a good or goods transported by a conveyance. | CargoAugmentationPoint, CargoCategoryAbstract, CargoChargeableWeightMeasure, CargoCustomsValueAmount, CargoDestinationLocation, CargoDiameterMeasure, CargoDrainedWeightMeasure, CargoGrossVolumeMeasure
m:CertificateType | nc:DocumentType | object | 6 | A data type for an official or government-issued certificate or license. | CertificateAugmentationPoint, CertificateEndorsementText, CertificateIssueDate, CertificateIssuingAgency, CertificateJurisdiction, CertificateRestrictionText
m:CrewListType | - | object | 2 | A data type for a list of crew onboard. | Crew, CrewListAugmentationPoint
m:CrewNationalityCountType | - | object | 3 | A data type for a nationality of one or more crew members on a vessel | CrewNationalityAbstract, CrewNationalityCountAugmentationPoint, CrewNationalityQuantity
m:CrewNationalityListType | - | object | 2 | A data type for a list of the nationalities of all the crew on the vessel | CrewNationalityCount, CrewNationalityListAugmentationPoint
m:CrewRoleCodeSimpleType | xs:token | simple_value | 0 | A data type for a crew role. | -
m:CrewRoleCodeType | m:CrewRoleCodeSimpleType | complex_value | 0 | A data type for a crew role. | -
m:CrewType | m:PersonOnVesselType | object | 2 | A data type for a crew member with associated embark/debark information. | CrewAugmentationPoint, CrewRoleAbstract
m:EnvironmentCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for a force-threat designator code used in combination with threat codes. | -
m:EnvironmentCategoryCodeType | m:EnvironmentCategoryCodeSimpleType | complex_value | 0 | A data type for a force-threat designator code used in combination with threat codes. | -
m:HazmatDeclarationType | - | object | 12 | A data type for a declaration of hazardous materials within transported goods. | HazmatDeclarationAugmentationPoint, HazmatDeclarationChemicalCommonName, HazmatDeclarationContactInformation, HazmatDeclarationDescriptionText, HazmatDeclarationDestinationLocation, HazmatDeclarationFlashPointMeasure, HazmatDeclarationHazardLevelAbstract, HazmatDeclarationHazmatClassAbstract
m:InterestNotificationCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for a code specifying whether an interest is an indicator or notification, warning or alert. | -
m:InterestNotificationCategoryCodeType | m:InterestNotificationCategoryCodeSimpleType | complex_value | 0 | A data type for a code specifying whether an interest is an indicator or notification, warning or alert. | -
m:InterestType | - | object | 7 | A data type for an item of interest, for example a potential risk or threat. | InterestAugmentationPoint, InterestCategoryAbstract, InterestDateRange, InterestDescriptionText, InterestLevelAbstract, InterestLexiconSourceText, InterestNotificationCategoryAbstract
m:InternationalShipSecurityCertificateType | m:CertificateType | object | 6 | A data type for an International Ship Security Certificate (ISSC). | ISSCCategoryAbstract, InternationalShipSecurityCertificateAugmentationPoint, ReasonInterimISSCIssuedAbstract, RecognizedISSCSecurityEntity, VesselSecurityOfficerContactInformation, VesselSecurityPlanImplementedIndicator
m:LocationOnVesselType | - | object | 8 | A data type for a location on a vessel. | LocationOnVesselAugmentationPoint, LocationOnVesselDeckText, LocationOnVesselDescriptionText, LocationOnVesselDistanceFromBowMeasure, LocationOnVesselDistanceFromPortMeasure, LocationOnVesselDistanceFromStarboardMeasure, LocationOnVesselDistanceFromSternMeasure, LocationOnVesselElevationMeasure
m:NextPortOfCallListType | - | object | 2 | A data type for a list of ports that will be visited subsequently. | NextPortOfCall, NextPortOfCallListAugmentationPoint
m:NonCrewListType | - | object | 2 | A data type for a list of non-crew onboard. | NonCrew, NonCrewListAugmentationPoint
m:NonCrewNationalityCountType | - | object | 3 | A data type for a nationality of one or more passengers on a vessel | NonCrewNationalityAbstract, NonCrewNationalityCountAugmentationPoint, NonCrewNationalityQuantity
m:NonCrewNationalityListType | - | object | 2 | A data type for a list of the nationalities of all the passengers on the vessel | NonCrewNationalityCount, NonCrewNationalityListAugmentationPoint
m:NonCrewType | m:PersonOnVesselType | object | 3 | A data type for a non-crew member with associated embark/debark information. | NonCrewAugmentationPoint, RecordLocatorIdentification, VesselPersonRoleAbstract
m:PersonOnVesselType | - | object | 9 | A data type for a person on a vessel with embark/debark information. | PersonCabinNumberText, PersonCountryOfResidenceAbstract, PersonDebarkationDate, PersonDebarkationLocation, PersonEmbarkationDate, PersonEmbarkationLocation, PersonOnVesselAugmentationPoint, PersonVisa
m:PortType | nc:FacilityType | object | 22 | A data type for a facility capable of receiving vessels and transferring cargo. | AddressCityName, AddressCountry, AddressState, PortAnchorageCapabilityText, PortAugmentationPoint, PortBENumberText, PortCOTPZone, PortCargoCapabilityAbstract
m:PortVisitType | - | object | 9 | A data type for an actual or expected visit of a vessel to a port. | Port, PortVisitAugmentationPoint, VisitActualArrivalDateTime, VisitActualDepartureDateTime, VisitAnchorageText, VisitExpectedArrivalDateTime, VisitExpectedDepartureDateTime, VisitLocationInPort
m:PositionType | - | object | 7 | A data type for a geospatial position, course, heading, speed, and status of a vessel at a given time. | PositionAugmentationPoint, PositionCourseMeasure, PositionDateTime, PositionHeadingMeasure, PositionNavigationStatus, PositionRateOfTurnMeasure, PositionSpeedMeasure
m:PreviousForeignPortOfCallListType | - | object | 2 | A data type for a list of foreign ports previously visited. | PreviousForeignPortOfCall, PreviousForeignPortOfCallListAugmentationPoint
m:ShipmentType | - | object | 11 | A data type for a shipment of goods from one place to another. | ShipmentAugmentationPoint, ShipmentBillOfLadingNumberText, ShipmentBookingNumberText, ShipmentCompletionDate, ShipmentContentsDescriptionText, ShipmentDestinationLocation, ShipmentHazmatDeclaration, ShipmentIdentification
m:USMTFThreatCodeSimpleType | xs:token | simple_value | 0 | A data type for a USMTF-defined threat code. | -
m:USMTFThreatCodeType | m:USMTFThreatCodeSimpleType | complex_value | 0 | A data type for a USMTF-defined threat code. | -
m:VesselMovementDetailsType | - | object | 5 | A data type for a set of details of the geospatial movement of a vessel. | VesselActualActivity, VesselDestinationLocation, VesselIntendedActivity, VesselMovementDetailsAugmentationPoint, VesselOriginLocation
m:VesselOperationalConditionOfEquipmentCodeSimpleType | xs:token | simple_value | 0 | A data type for an Operational Condition of Equipment (OCE) of a vessel. | -
m:VesselOperationalConditionOfEquipmentCodeType | m:VesselOperationalConditionOfEquipmentCodeSimpleType | complex_value | 0 | A data type for an Operational Condition of Equipment (OCE) of a vessel. | -
m:VoyageType | - | object | 9 | A data type for a journey from one place to another. | VoyageAugmentationPoint, VoyageBeginDateTime, VoyageCategoryAbstract, VoyageDestinationLocation, VoyageEndDateTime, VoyageIdentification, VoyageOriginLocation, VoyageSummaryText
nc:ActivityConveyanceAssociationType | nc:AssociationType | association | 3 | A data type for an association between an activity and a conveyance. | Activity, ActivityConveyanceAssociationAugmentationPoint, Conveyance
nc:ActivityDocumentAssociationType | nc:AssociationType | association | 3 | A data type for an association between an activity and a document. | Activity, ActivityDocumentAssociationAugmentationPoint, Document
nc:ActivityFacilityAssociationType | nc:AssociationType | association | 3 | A data type for an association between an activity and a facility. | Activity, ActivityFacilityAssociationAugmentationPoint, Facility
nc:ActivityItemAssociationType | nc:AssociationType | association | 3 | A data type for an association between an activity and an item. | Activity, ActivityItemAssociationAugmentationPoint, Item
nc:ActivityOrganizationAssociationType | nc:AssociationType | association | 4 | A data type for an association between an activity and an organization. | Activity, ActivityInvolvementAbstract, ActivityOrganizationAssociationAugmentationPoint, Organization
nc:ActivityPersonAssociationType | nc:AssociationType | association | 4 | A data type for an association between an activity and a person. | Activity, ActivityInvolvementAbstract, ActivityPersonAssociationAugmentationPoint, Person
nc:ActivityScheduleAssociationType | nc:AssociationType | association | 3 | A data type for an association between an activity and its schedule. | Activity, ActivityScheduleAssociationAugmentationPoint, ScheduleDay
nc:ActivitySiteAssociationType | nc:AssociationType | association | 3 | A data type for an association between an activity and a site. | Activity, ActivitySiteAssociationAugmentationPoint, Site
nc:ActivityType | - | object | 28 | A data type for a single or set of related actions, events, or process steps. | ActivityActualDuration, ActivityApprovedIndicator, ActivityAssignedDate, ActivityAugmentationPoint, ActivityCapacityQuantity, ActivityCategoryAbstract, ActivityComment, ActivityCompletedIndicator
nc:AddressCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for a kind of address. | -
nc:AddressCategoryCodeType | nc:AddressCategoryCodeSimpleType | complex_value | 0 | A data type for a kind of address. | -
nc:AddressGridType | - | object | 3 | A data type for a location identified by a unit of a grid system overlaid on an area. | AddressGridAugmentationPoint, AddressGridID, AddressGridText
nc:AddressType | - | object | 14 | A data type for a geophysical location described by postal information. | AddressAugmentationPoint, AddressCategoryAbstract, AddressCityName, AddressCountry, AddressCountyAbstract, AddressDeliveryPointAbstract, AddressFullText, AddressPostalCode
nc:AircraftType | nc:ConveyanceType | object | 10 | A data type for a mode of transportation capable of flying in the air. | AircraftAugmentationPoint, AircraftBaseAirport, AircraftCallSignIdentification, AircraftCategoryAbstract, AircraftFuselageColorAbstract, AircraftMakeAbstract, AircraftModelAbstract, AircraftStyleAbstract
nc:AirportType | nc:FacilityType | object | 2 | A data type for an airport facility. | AirportAugmentationPoint, AirportCodeAbstract
nc:AmountType | - | object | 3 | A data type for an amount of money. | Amount, AmountAugmentationPoint, CurrencyAbstract
nc:AngleMeasureType | nc:MeasureType | object | 2 | A data type for a measure of an angular value. | AngleMeasureAugmentationPoint, AngleUnitAbstract
nc:AngularMeasureType | - | object | 4 | A data type for the measurement of an angle. | AngularDegreeValue, AngularMeasureAugmentationPoint, AngularMinuteValue, AngularSecondValue
nc:AngularMinuteSimpleType | xs:decimal | simple_value | 0 | A data type for a minute of a degree, with a restricted range of 0 (inclusive) to 60 (exclusive). | -
